,age,highest_grade,religious,spiritual,party,death_penalty,court_harsh,bar,relatives,income_distribution,tv,spanking,standard_of_living,immigration,gun,tax_approp,affirmative_action,divorce_ease,numb_children,birth_control
3172,76.0,12.0,2.0,1.0,1.0,1.0,0.0,,,5.0,,,2.0,,0.0,2.0,,,,
3173,49.0,20.0,1.0,1.0,5.0,0.0,0.0,5.0,5.0,,3.0,2.0,,1.0,0.0,2.0,1.0,,2.0,1.0
3174,56.0,16.0,0.0,0.0,5.0,1.0,0.0,1.0,5.0,2.0,3.0,3.0,4.0,2.0,,,0.0,1.0,2.0,3.0
3175,35.0,12.0,2.0,2.0,5.0,1.0,0.0,2.0,6.0,,1.0,2.0,,2.0,0.0,1.0,0.0,2.0,,2.0
3176,69.0,16.0,1.0,1.0,2.0,1.0,1.0,,,4.0,,,2.0,,1.0,2.0,,,,
3177,25.0,14.0,0.0,3.0,4.0,,,0.0,5.0,,1.0,1.0,,4.0,0.0,1.0,1.0,0.0,2.0,1.0
3178,42.0,6.0,2.0,2.0,3.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,1.0,2.0,,,2.0,0.0,4.0,2.0
3179,23.0,17.0,2.0,3.0,,1.0,0.0,4.0,5.0,,8.0,2.0,,1.0,0.0,2.0,2.0,1.0,3.0,2.0
3180,35.0,13.0,1.0,2.0,5.0,1.0,0.0,1.0,6.0,3.0,2.0,3.0,2.0,1.0,,,,,3.0,2.0
3181,21.0,15.0,1.0,1.0,5.0,1.0,1.0,0.0,2.0,,3.0,2.0,,2.0,0.0,1.0,0.0,1.0,2.0,2.0
3182,89.0,13.0,1.0,0.0,4.0,1.0,,0.0,6.0,4.0,5.0,3.0,3.0,0.0,,,,1.0,2.0,1.0
3183,71.0,17.0,3.0,3.0,6.0,1.0,0.0,0.0,5.0,1.0,9.0,2.0,4.0,1.0,,,2.0,0.0,2.0,2.0
3184,31.0,13.0,0.0,3.0,5.0,0.0,1.0,,,4.0,,,4.0,,0.0,1.0,,,,
3185,54.0,18.0,1.0,0.0,0.0,1.0,1.0,,,4.0,,,2.0,,1.0,1.0,,,,
3186,42.0,14.0,2.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,3.0,2.0,1.0,0.0,,,0.0,2.0,2.0,2.0
3187,52.0,12.0,2.0,2.0,3.0,1.0,,,,4.0,,,4.0,,0.0,2.0,,,,
3188,59.0,20.0,2.0,3.0,6.0,0.0,0.0,0.0,5.0,,1.0,1.0,,0.0,0.0,2.0,1.0,0.0,2.0,3.0
3189,86.0,15.0,1.0,2.0,3.0,,0.0,6.0,1.0,,3.0,1.0,,1.0,0.0,2.0,1.0,1.0,2.0,1.0
3190,39.0,14.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,2.0,3.0,3.0,0.0,,,0.0,1.0,3.0,2.0
3191,31.0,18.0,2.0,0.0,1.0,1.0,0.0,,,1.0,,,3.0,,1.0,2.0,,,,
3192,43.0,15.0,3.0,3.0,6.0,1.0,0.0,0.0,5.0,4.0,2.0,0.0,4.0,1.0,,,0.0,2.0,3.0,3.0
3193,59.0,16.0,0.0,0.0,3.0,1.0,0.0,2.0,2.0,5.0,4.0,3.0,3.0,2.0,,,0.0,0.0,3.0,2.0
3194,41.0,13.0,1.0,2.0,1.0,1.0,0.0,2.0,3.0,,3.0,1.0,,1.0,1.0,1.0,0.0,1.0,3.0,2.0
3195,18.0,11.0,1.0,0.0,3.0,1.0,0.0,0.0,4.0,4.0,1.0,0.0,4.0,2.0,,,3.0,0.0,3.0,1.0
3196,55.0,13.0,0.0,1.0,1.0,0.0,1.0,,,7.0,,,4.0,,1.0,1.0,,,,
3197,52.0,14.0,1.0,3.0,1.0,1.0,0.0,0.0,3.0,4.0,1.0,1.0,2.0,3.0,,,1.0,,2.0,2.0
3198,66.0,19.0,2.0,1.0,6.0,0.0,1.0,,,1.0,,,1.0,,0.0,1.0,,,,
3199,41.0,13.0,2.0,2.0,1.0,0.0,1.0,,,2.0,,,3.0,,0.0,2.0,,,,
3200,68.0,16.0,0.0,2.0,4.0,1.0,,0.0,5.0,1.0,2.0,1.0,4.0,3.0,,,0.0,1.0,,2.0
3201,43.0,16.0,2.0,2.0,2.0,1.0,,,,4.0,,,1.0,,0.0,2.0,,,,
3202,65.0,12.0,1.0,1.0,4.0,1.0,0.0,0.0,2.0,2.0,5.0,1.0,2.0,1.0,,,1.0,2.0,3.0,3.0
3203,47.0,12.0,0.0,0.0,1.0,1.0,0.0,,,7.0,,,1.0,,0.0,2.0,,,,
3204,46.0,12.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,,4.0,2.0,,2.0,1.0,2.0,1.0,0.0,2.0,0.0
3205,80.0,16.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,,1.0,3.0,,0.0,1.0,2.0,0.0,2.0,3.0,0.0
3206,83.0,12.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,4.0,2.0,3.0,4.0,0.0,,,0.0,,2.0,0.0
3207,57.0,11.0,1.0,3.0,4.0,1.0,1.0,,,4.0,,,1.0,,1.0,1.0,,,,
3208,61.0,16.0,1.0,2.0,3.0,0.0,1.0,0.0,6.0,,2.0,2.0,,3.0,0.0,2.0,1.0,0.0,,1.0
3209,20.0,10.0,0.0,1.0,3.0,,0.0,,,1.0,,,2.0,,0.0,1.0,,,,
3210,62.0,12.0,2.0,2.0,2.0,1.0,0.0,2.0,5.0,,5.0,2.0,,1.0,0.0,2.0,1.0,2.0,2.0,2.0
3211,60.0,18.0,1.0,1.0,4.0,0.0,0.0,3.0,5.0,3.0,6.0,0.0,2.0,1.0,,,0.0,2.0,2.0,1.0
3212,57.0,12.0,0.0,1.0,4.0,0.0,1.0,,,4.0,,,1.0,,1.0,1.0,,,,
3213,65.0,16.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,,6.0,1.0,,2.0,1.0,2.0,1.0,1.0,2.0,3.0
3214,49.0,12.0,0.0,2.0,3.0,0.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,,,0.0,2.0,,0.0
3215,32.0,15.0,2.0,3.0,5.0,1.0,0.0,,,3.0,,,2.0,,0.0,2.0,,,,
3216,52.0,12.0,0.0,1.0,6.0,1.0,0.0,2.0,2.0,,3.0,2.0,,2.0,1.0,2.0,0.0,1.0,2.0,3.0
3217,85.0,11.0,2.0,0.0,5.0,1.0,0.0,1.0,2.0,4.0,5.0,1.0,4.0,0.0,,,1.0,1.0,3.0,0.0
3218,39.0,12.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,,1.0,2.0,,1.0,1.0,1.0,0.0,2.0,2.0,3.0
3219,75.0,12.0,3.0,3.0,1.0,,0.0,1.0,3.0,6.0,2.0,2.0,4.0,1.0,,,0.0,1.0,4.0,2.0
3220,37.0,12.0,1.0,2.0,2.0,1.0,1.0,0.0,5.0,,5.0,1.0,,1.0,1.0,2.0,1.0,1.0,2.0,2.0
3221,29.0,14.0,3.0,3.0,0.0,1.0,2.0,0.0,5.0,,2.0,1.0,,3.0,0.0,2.0,1.0,2.0,2.0,1.0
3222,33.0,12.0,1.0,0.0,5.0,1.0,1.0,,,3.0,,,3.0,,1.0,2.0,,,,
3223,43.0,12.0,2.0,2.0,5.0,,0.0,1.0,2.0,,1.0,2.0,,1.0,1.0,2.0,1.0,2.0,2.0,2.0
3224,60.0,12.0,0.0,3.0,6.0,1.0,1.0,,,3.0,,,2.0,,1.0,1.0,,,,
3225,45.0,13.0,2.0,1.0,2.0,1.0,0.0,3.0,3.0,,2.0,3.0,,1.0,1.0,1.0,1.0,1.0,3.0,0.0
3226,63.0,14.0,1.0,2.0,6.0,1.0,0.0,0.0,3.0,3.0,2.0,1.0,3.0,2.0,,,1.0,2.0,2.0,2.0
3227,44.0,11.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,,6.0,1.0,,2.0,0.0,1.0,1.0,2.0,2.0,3.0
3228,43.0,16.0,2.0,3.0,0.0,1.0,0.0,,,1.0,,,1.0,,1.0,1.0,,,,
3229,47.0,16.0,2.0,2.0,2.0,1.0,,2.0,5.0,,1.0,3.0,,2.0,,2.0,1.0,2.0,4.0,0.0
3230,28.0,19.0,3.0,3.0,1.0,0.0,,2.0,2.0,,0.0,2.0,,3.0,0.0,1.0,1.0,2.0,2.0,0.0
3231,25.0,16.0,2.0,3.0,1.0,1.0,0.0,4.0,4.0,2.0,3.0,0.0,4.0,1.0,,,1.0,0.0,2.0,2.0
3232,62.0,16.0,2.0,,0.0,1.0,1.0,0.0,2.0,6.0,0.0,3.0,2.0,2.0,,,1.0,2.0,2.0,0.0
3233,49.0,12.0,0.0,0.0,3.0,0.0,0.0,,,5.0,,,0.0,,0.0,2.0,,,,
3234,26.0,19.0,2.0,2.0,5.0,0.0,,3.0,2.0,,1.0,2.0,,2.0,0.0,0.0,0.0,1.0,2.0,1.0
3235,56.0,18.0,3.0,3.0,6.0,1.0,0.0,0.0,2.0,7.0,4.0,2.0,4.0,0.0,,,3.0,0.0,,3.0
3236,24.0,14.0,1.0,2.0,5.0,1.0,2.0,3.0,4.0,,0.0,3.0,,2.0,1.0,1.0,1.0,1.0,2.0,3.0
3237,41.0,13.0,0.0,1.0,3.0,1.0,1.0,5.0,2.0,,4.0,3.0,,2.0,0.0,1.0,1.0,1.0,2.0,3.0
3238,69.0,16.0,0.0,3.0,6.0,0.0,1.0,1.0,6.0,2.0,7.0,2.0,2.0,2.0,,,0.0,1.0,2.0,3.0
3239,52.0,12.0,2.0,2.0,1.0,1.0,0.0,,,5.0,,,2.0,,1.0,2.0,,,,
3240,51.0,15.0,2.0,2.0,2.0,0.0,0.0,2.0,5.0,,2.0,3.0,,2.0,1.0,2.0,0.0,2.0,3.0,3.0
3241,69.0,16.0,1.0,1.0,2.0,1.0,0.0,,,7.0,,,2.0,,1.0,1.0,,,,
3242,60.0,16.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,,1.0,1.0,,1.0,1.0,2.0,0.0,2.0,2.0,0.0
3243,67.0,16.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,4.0,3.0,,,0.0,0.0,0.0,3.0
3244,57.0,20.0,1.0,3.0,3.0,1.0,1.0,4.0,6.0,7.0,1.0,1.0,4.0,2.0,,,1.0,1.0,,2.0
3245,23.0,13.0,0.0,0.0,6.0,0.0,2.0,2.0,5.0,3.0,0.0,2.0,3.0,3.0,,,2.0,1.0,2.0,3.0
3246,58.0,15.0,1.0,1.0,2.0,1.0,0.0,,,5.0,,,4.0,,1.0,2.0,,,,
3247,35.0,13.0,2.0,3.0,3.0,,2.0,4.0,2.0,,3.0,2.0,,2.0,1.0,1.0,0.0,0.0,3.0,3.0
3248,39.0,14.0,1.0,2.0,5.0,1.0,0.0,3.0,3.0,,0.0,2.0,,2.0,0.0,1.0,0.0,1.0,2.0,2.0
3249,55.0,12.0,1.0,2.0,2.0,1.0,0.0,5.0,5.0,3.0,3.0,2.0,2.0,0.0,,,0.0,2.0,2.0,2.0
3250,69.0,11.0,2.0,2.0,5.0,1.0,0.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,,,1.0,0.0,2.0,0.0
3251,31.0,14.0,0.0,0.0,5.0,1.0,0.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,,,1.0,2.0,0.0,2.0
3252,38.0,20.0,0.0,3.0,6.0,1.0,1.0,0.0,2.0,3.0,2.0,2.0,4.0,0.0,,,1.0,1.0,2.0,2.0
3253,40.0,18.0,1.0,0.0,2.0,1.0,,,,7.0,,,4.0,,1.0,1.0,,,,
3254,29.0,14.0,0.0,3.0,4.0,1.0,0.0,0.0,4.0,,2.0,0.0,,1.0,0.0,1.0,0.0,2.0,,0.0
3255,70.0,12.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,7.0,2.0,3.0,3.0,0.0,,,0.0,2.0,2.0,2.0
3256,30.0,12.0,1.0,1.0,5.0,1.0,0.0,,,2.0,,,3.0,,0.0,2.0,,,,
3257,37.0,14.0,1.0,1.0,4.0,1.0,,3.0,5.0,,4.0,,,0.0,0.0,2.0,0.0,2.0,,3.0
3258,64.0,13.0,2.0,2.0,6.0,1.0,0.0,2.0,4.0,,1.0,2.0,,0.0,1.0,0.0,0.0,2.0,4.0,2.0
3259,58.0,17.0,0.0,2.0,3.0,0.0,1.0,,,5.0,,,2.0,,1.0,2.0,,,,
3260,41.0,13.0,0.0,2.0,1.0,1.0,1.0,,,7.0,,,2.0,,1.0,1.0,,,,
3261,72.0,12.0,1.0,2.0,3.0,1.0,0.0,1.0,5.0,,3.0,2.0,,0.0,1.0,2.0,2.0,2.0,2.0,0.0
3262,50.0,14.0,3.0,3.0,0.0,1.0,0.0,0.0,5.0,7.0,1.0,2.0,1.0,2.0,,,0.0,2.0,4.0,0.0
3263,83.0,12.0,2.0,2.0,1.0,1.0,0.0,0.0,5.0,7.0,6.0,2.0,2.0,2.0,,,3.0,2.0,2.0,
3264,82.0,16.0,3.0,3.0,0.0,1.0,0.0,0.0,4.0,6.0,4.0,3.0,3.0,2.0,,,0.0,2.0,,0.0
3265,50.0,13.0,3.0,3.0,1.0,0.0,0.0,,,1.0,,,2.0,,1.0,1.0,,,,
3266,38.0,12.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,,2.0,3.0,,2.0,1.0,1.0,2.0,2.0,2.0,3.0
3267,88.0,7.0,1.0,2.0,1.0,0.0,0.0,6.0,3.0,1.0,2.0,3.0,4.0,1.0,,,,2.0,3.0,0.0
3268,59.0,12.0,2.0,2.0,2.0,0.0,0.0,,,5.0,,,2.0,,,1.0,,,,
3269,51.0,12.0,0.0,0.0,3.0,1.0,0.0,2.0,2.0,,4.0,0.0,,0.0,1.0,,3.0,1.0,4.0,3.0
3270,27.0,12.0,1.0,0.0,2.0,1.0,0.0,3.0,3.0,4.0,2.0,2.0,4.0,0.0,,,1.0,2.0,4.0,2.0
3271,19.0,12.0,2.0,1.0,1.0,0.0,0.0,2.0,6.0,,2.0,2.0,,2.0,0.0,1.0,1.0,2.0,4.0,2.0
3272,56.0,12.0,3.0,3.0,3.0,1.0,0.0,,,3.0,,,1.0,,0.0,1.0,,,,
3273,56.0,12.0,2.0,3.0,1.0,1.0,0.0,2.0,4.0,3.0,3.0,2.0,0.0,0.0,,,0.0,0.0,3.0,1.0
3274,77.0,12.0,1.0,1.0,3.0,1.0,0.0,,,1.0,,,4.0,,1.0,2.0,,,,
3275,63.0,9.0,0.0,0.0,6.0,1.0,0.0,4.0,4.0,,6.0,2.0,,1.0,1.0,2.0,2.0,2.0,3.0,0.0
3276,57.0,14.0,2.0,3.0,3.0,,0.0,3.0,1.0,,3.0,3.0,,1.0,1.0,2.0,0.0,2.0,2.0,0.0
3277,72.0,12.0,2.0,1.0,5.0,1.0,0.0,4.0,2.0,3.0,4.0,2.0,1.0,0.0,,,2.0,2.0,2.0,2.0
3278,51.0,12.0,0.0,0.0,3.0,1.0,0.0,,,2.0,,,4.0,,1.0,1.0,,,,
3279,46.0,12.0,3.0,1.0,0.0,1.0,0.0,,,4.0,,,0.0,,0.0,1.0,,,,
3280,30.0,14.0,2.0,3.0,1.0,1.0,0.0,,,5.0,,,1.0,,1.0,1.0,,,,
3281,42.0,12.0,1.0,3.0,0.0,1.0,0.0,1.0,5.0,,3.0,2.0,,0.0,1.0,2.0,0.0,2.0,3.0,0.0
3282,61.0,12.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,,4.0,2.0,,1.0,1.0,1.0,1.0,0.0,2.0,1.0
3283,37.0,12.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,2.0,3.0,,0.0,1.0,2.0,0.0,0.0,3.0,2.0
3284,76.0,20.0,3.0,3.0,5.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,4.0,1.0,,,1.0,2.0,3.0,0.0
3285,82.0,12.0,2.0,2.0,1.0,1.0,0.0,,,4.0,,,3.0,,1.0,2.0,,,,
3286,47.0,16.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,5.0,3.0,2.0,2.0,1.0,,,1.0,2.0,2.0,0.0
3287,48.0,16.0,2.0,2.0,4.0,1.0,0.0,0.0,6.0,3.0,4.0,2.0,2.0,1.0,,,1.0,2.0,2.0,2.0
3288,52.0,12.0,2.0,2.0,6.0,1.0,0.0,0.0,5.0,4.0,4.0,3.0,3.0,0.0,,,0.0,1.0,3.0,0.0
3289,82.0,8.0,3.0,2.0,6.0,1.0,0.0,0.0,5.0,,4.0,3.0,,0.0,1.0,,0.0,2.0,2.0,1.0
3290,34.0,16.0,2.0,2.0,1.0,0.0,0.0,,,6.0,,,4.0,,1.0,1.0,,,,
3291,54.0,14.0,2.0,2.0,2.0,,,1.0,6.0,,3.0,2.0,,3.0,1.0,2.0,0.0,,,1.0
3292,39.0,11.0,2.0,1.0,4.0,1.0,0.0,0.0,2.0,,1.0,2.0,,,0.0,1.0,1.0,0.0,2.0,2.0
3293,46.0,8.0,3.0,3.0,1.0,1.0,2.0,0.0,2.0,5.0,0.0,2.0,3.0,2.0,,,,2.0,5.0,1.0
3294,42.0,12.0,3.0,3.0,,1.0,0.0,0.0,4.0,4.0,3.0,1.0,3.0,0.0,,,0.0,2.0,2.0,0.0
3295,58.0,16.0,3.0,3.0,0.0,1.0,0.0,0.0,2.0,7.0,1.0,2.0,3.0,0.0,,,0.0,2.0,1.0,1.0
3296,51.0,14.0,3.0,3.0,0.0,1.0,0.0,,,7.0,,,4.0,,1.0,1.0,,,,
3297,50.0,14.0,2.0,2.0,4.0,1.0,0.0,0.0,4.0,,5.0,2.0,,2.0,1.0,2.0,0.0,2.0,2.0,2.0
3298,37.0,11.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,,2.0,2.0,,0.0,1.0,2.0,,0.0,3.0,
3299,75.0,11.0,3.0,2.0,1.0,1.0,0.0,0.0,6.0,1.0,4.0,3.0,4.0,0.0,,,,2.0,2.0,0.0
3300,37.0,13.0,1.0,3.0,6.0,1.0,0.0,0.0,5.0,,1.0,2.0,,1.0,1.0,1.0,0.0,2.0,2.0,0.0
3301,54.0,9.0,2.0,2.0,5.0,,1.0,1.0,5.0,2.0,5.0,2.0,3.0,2.0,,,,1.0,,3.0
3302,24.0,11.0,0.0,0.0,5.0,1.0,0.0,0.0,6.0,,2.0,3.0,,0.0,1.0,2.0,0.0,0.0,2.0,3.0
3303,32.0,12.0,1.0,1.0,3.0,1.0,0.0,1.0,6.0,4.0,0.0,2.0,3.0,2.0,,,1.0,0.0,2.0,2.0
3304,30.0,16.0,2.0,3.0,1.0,1.0,0.0,,,6.0,,,3.0,,1.0,2.0,,,,
3305,78.0,13.0,2.0,2.0,6.0,1.0,0.0,0.0,2.0,5.0,3.0,2.0,4.0,1.0,,,0.0,1.0,2.0,1.0
3306,19.0,12.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,,5.0,1.0,,2.0,0.0,1.0,0.0,1.0,,2.0
3307,45.0,9.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,,0.0,,,0.0,1.0,2.0,2.0
3308,61.0,16.0,3.0,3.0,0.0,1.0,0.0,0.0,3.0,,2.0,3.0,,0.0,1.0,2.0,0.0,2.0,2.0,0.0
3309,67.0,9.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,4.0,3.0,2.0,3.0,2.0,,,3.0,0.0,2.0,2.0
3310,50.0,12.0,1.0,1.0,6.0,1.0,0.0,,,5.0,,,2.0,,0.0,1.0,,,,
3311,50.0,12.0,2.0,2.0,4.0,0.0,0.0,,,3.0,,,1.0,,0.0,2.0,,,,
3312,41.0,12.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,,2.0,2.0,,1.0,1.0,1.0,0.0,0.0,1.0,2.0
3313,57.0,12.0,3.0,2.0,3.0,1.0,0.0,0.0,3.0,,7.0,3.0,,2.0,,1.0,0.0,0.0,2.0,1.0
3314,60.0,12.0,1.0,1.0,1.0,1.0,0.0,,,1.0,,,3.0,,,2.0,,,,
3315,39.0,12.0,1.0,1.0,2.0,1.0,0.0,4.0,1.0,,2.0,2.0,,0.0,0.0,2.0,0.0,2.0,2.0,2.0
3316,82.0,9.0,2.0,2.0,,1.0,0.0,0.0,3.0,1.0,2.0,2.0,3.0,0.0,,,2.0,2.0,2.0,1.0
3317,43.0,12.0,3.0,0.0,6.0,,0.0,0.0,5.0,,0.0,2.0,,1.0,0.0,1.0,,0.0,2.0,3.0
3318,82.0,16.0,3.0,3.0,2.0,1.0,0.0,0.0,5.0,7.0,3.0,1.0,4.0,0.0,,,0.0,2.0,3.0,1.0
3319,70.0,16.0,2.0,2.0,2.0,0.0,1.0,,,3.0,,,4.0,,1.0,2.0,,,,
3320,46.0,20.0,3.0,2.0,2.0,0.0,0.0,3.0,5.0,,1.0,3.0,,1.0,1.0,2.0,0.0,2.0,3.0,0.0
3321,89.0,9.0,3.0,3.0,0.0,1.0,1.0,,,7.0,,,3.0,,1.0,1.0,,,,
3322,57.0,18.0,2.0,3.0,1.0,1.0,0.0,1.0,4.0,2.0,2.0,2.0,3.0,0.0,,,1.0,2.0,2.0,2.0
3323,62.0,17.0,3.0,2.0,2.0,1.0,0.0,,,3.0,,,2.0,,1.0,1.0,,,,
3324,41.0,17.0,2.0,2.0,5.0,1.0,0.0,0.0,5.0,,2.0,2.0,,1.0,0.0,2.0,0.0,1.0,3.0,2.0
3325,76.0,12.0,2.0,2.0,3.0,1.0,0.0,0.0,5.0,7.0,1.0,2.0,2.0,1.0,,,1.0,2.0,,2.0
3326,38.0,16.0,3.0,3.0,1.0,,1.0,,,7.0,,,3.0,,,1.0,,,,
3327,69.0,8.0,0.0,0.0,3.0,1.0,0.0,6.0,2.0,,6.0,2.0,,1.0,1.0,,1.0,1.0,4.0,2.0
3328,60.0,12.0,2.0,3.0,1.0,1.0,0.0,4.0,4.0,6.0,3.0,1.0,2.0,2.0,,,,2.0,,0.0
3329,66.0,12.0,1.0,1.0,,1.0,0.0,0.0,0.0,,9.0,1.0,,0.0,1.0,2.0,3.0,0.0,2.0,1.0
3330,34.0,12.0,2.0,2.0,4.0,0.0,,1.0,5.0,,3.0,2.0,,0.0,1.0,1.0,0.0,2.0,2.0,3.0
3331,35.0,12.0,2.0,2.0,5.0,0.0,1.0,0.0,6.0,5.0,0.0,2.0,4.0,1.0,,,0.0,1.0,2.0,1.0
3332,42.0,14.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,5.0,5.0,3.0,3.0,0.0,,,0.0,2.0,2.0,3.0
3333,37.0,11.0,0.0,1.0,5.0,1.0,2.0,,,4.0,,,4.0,,0.0,1.0,,,,
3334,23.0,12.0,2.0,3.0,3.0,1.0,1.0,1.0,6.0,,1.0,2.0,,2.0,0.0,2.0,3.0,0.0,,2.0
3335,33.0,20.0,0.0,2.0,5.0,0.0,1.0,,,3.0,,,2.0,,0.0,1.0,,,,
3336,62.0,13.0,3.0,3.0,2.0,1.0,0.0,0.0,5.0,7.0,5.0,2.0,3.0,2.0,,,0.0,2.0,2.0,0.0
3337,52.0,12.0,1.0,1.0,3.0,1.0,,0.0,5.0,,9.0,2.0,,0.0,0.0,1.0,0.0,1.0,2.0,2.0
3338,58.0,18.0,1.0,3.0,6.0,1.0,2.0,0.0,3.0,2.0,3.0,2.0,2.0,0.0,,,3.0,2.0,2.0,1.0
3339,49.0,11.0,2.0,3.0,5.0,0.0,2.0,,,5.0,,,3.0,,0.0,2.0,,,,
3340,26.0,14.0,2.0,2.0,5.0,1.0,0.0,2.0,5.0,4.0,1.0,3.0,4.0,2.0,,,0.0,1.0,3.0,0.0
3341,32.0,10.0,3.0,3.0,3.0,1.0,0.0,0.0,5.0,1.0,3.0,2.0,,2.0,,,0.0,,2.0,2.0
3342,42.0,12.0,2.0,1.0,6.0,1.0,,,,1.0,,,4.0,,0.0,2.0,,,,
3343,30.0,12.0,3.0,2.0,3.0,1.0,1.0,0.0,3.0,,2.0,2.0,,4.0,0.0,2.0,0.0,1.0,3.0,2.0
3344,45.0,12.0,3.0,1.0,6.0,1.0,0.0,,,1.0,,,3.0,,0.0,1.0,,,,
3345,26.0,15.0,1.0,1.0,3.0,1.0,1.0,3.0,5.0,4.0,3.0,1.0,3.0,2.0,,,3.0,0.0,2.0,1.0
3346,68.0,11.0,2.0,2.0,2.0,1.0,1.0,0.0,6.0,,3.0,3.0,,0.0,,2.0,0.0,2.0,2.0,2.0
3347,57.0,13.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,7.0,3.0,1.0,1.0,0.0,,,1.0,2.0,2.0,1.0
3348,36.0,14.0,2.0,2.0,3.0,1.0,1.0,,,4.0,,,2.0,,0.0,1.0,,,,
3349,67.0,12.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,,9.0,2.0,,0.0,0.0,2.0,0.0,2.0,2.0,2.0
3350,45.0,12.0,2.0,1.0,4.0,1.0,0.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,,,1.0,1.0,3.0,1.0
3351,42.0,12.0,2.0,3.0,3.0,1.0,0.0,0.0,6.0,1.0,0.0,1.0,2.0,0.0,,,3.0,2.0,2.0,2.0
3352,35.0,12.0,2.0,2.0,3.0,0.0,0.0,,,4.0,,,1.0,,1.0,1.0,,,,
3353,37.0,12.0,1.0,1.0,2.0,1.0,0.0,2.0,4.0,4.0,1.0,2.0,3.0,1.0,,,1.0,1.0,2.0,1.0
3354,61.0,14.0,3.0,3.0,3.0,1.0,0.0,0.0,5.0,1.0,5.0,3.0,4.0,0.0,,,0.0,2.0,,0.0
3355,65.0,8.0,2.0,2.0,1.0,0.0,0.0,0.0,5.0,6.0,3.0,3.0,1.0,0.0,,,0.0,2.0,3.0,0.0
3356,52.0,10.0,2.0,2.0,4.0,1.0,0.0,0.0,2.0,1.0,2.0,3.0,3.0,1.0,,,1.0,2.0,3.0,2.0
3357,67.0,16.0,2.0,2.0,1.0,1.0,0.0,,,5.0,,,4.0,,0.0,2.0,,,,
3358,62.0,14.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,,3.0,2.0,,0.0,1.0,2.0,0.0,0.0,2.0,1.0
3359,38.0,13.0,2.0,2.0,1.0,1.0,0.0,,,5.0,,,2.0,,1.0,2.0,,,,
3360,60.0,10.0,3.0,3.0,4.0,1.0,0.0,0.0,5.0,6.0,2.0,3.0,4.0,2.0,,,2.0,2.0,,0.0
3361,45.0,11.0,2.0,2.0,4.0,1.0,0.0,0.0,5.0,,2.0,2.0,,0.0,0.0,2.0,0.0,2.0,2.0,3.0
3362,57.0,12.0,0.0,2.0,,1.0,0.0,,,7.0,,,2.0,,,2.0,,,,
3363,62.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,5.0,,2.0,0.0,,0.0,1.0,0.0,1.0,0.0,,3.0
3364,87.0,11.0,3.0,2.0,3.0,1.0,0.0,0.0,5.0,5.0,1.0,3.0,1.0,1.0,,,0.0,2.0,3.0,1.0
3365,65.0,12.0,2.0,2.0,5.0,,1.0,,,2.0,,,4.0,,,,,,,
3366,89.0,8.0,3.0,3.0,3.0,1.0,0.0,0.0,5.0,,10.0,3.0,,0.0,1.0,2.0,1.0,2.0,,2.0
3367,62.0,16.0,2.0,2.0,5.0,1.0,0.0,1.0,4.0,1.0,8.0,3.0,4.0,1.0,,,0.0,2.0,2.0,2.0
3368,29.0,11.0,2.0,2.0,6.0,1.0,2.0,4.0,6.0,3.0,2.0,3.0,0.0,2.0,,,2.0,0.0,2.0,3.0
3369,36.0,13.0,2.0,3.0,3.0,1.0,0.0,1.0,3.0,,1.0,3.0,,2.0,0.0,2.0,0.0,2.0,3.0,3.0
