,age,highest_grade,religious,spiritual,party,death_penalty,court_harsh,bar,relatives,income_distribution,tv,spanking,standard_of_living,immigration,gun,tax_approp,affirmative_action,divorce_ease,numb_children,birth_control
159,21.0,15.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,3.0,1.0,2.0,4.0,2.0,,,1.0,1.0,2.0,3.0
160,67.0,16.0,3.0,3.0,,0.0,2.0,,,2.0,,,4.0,,0.0,2.0,,,,
161,32.0,19.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,5.0,1.0,1.0,2.0,0.0,,,0.0,2.0,2.0,1.0
162,38.0,9.0,1.0,1.0,3.0,0.0,0.0,,,1.0,,,3.0,,0.0,0.0,,,,
163,55.0,12.0,2.0,2.0,2.0,1.0,0.0,0.0,5.0,,3.0,2.0,,0.0,1.0,2.0,0.0,0.0,3.0,2.0
164,40.0,14.0,1.0,1.0,1.0,1.0,0.0,,,7.0,,,3.0,,0.0,2.0,,,,
165,38.0,11.0,0.0,2.0,1.0,1.0,0.0,,,7.0,,,4.0,,0.0,1.0,,,,
166,52.0,13.0,1.0,2.0,3.0,1.0,0.0,,,5.0,,,1.0,,1.0,2.0,,,,
167,34.0,16.0,3.0,3.0,5.0,1.0,0.0,0.0,6.0,3.0,1.0,1.0,3.0,2.0,,,0.0,2.0,3.0,2.0
168,22.0,16.0,2.0,2.0,6.0,0.0,1.0,5.0,2.0,2.0,1.0,2.0,4.0,1.0,,,0.0,2.0,3.0,3.0
169,56.0,17.0,0.0,2.0,3.0,,1.0,0.0,6.0,,1.0,2.0,,2.0,1.0,1.0,1.0,1.0,2.0,1.0
170,60.0,12.0,2.0,2.0,5.0,0.0,2.0,,,3.0,,,2.0,,0.0,2.0,,,,
171,39.0,16.0,0.0,0.0,1.0,1.0,,,,5.0,,,4.0,,0.0,2.0,,,,
172,67.0,12.0,2.0,1.0,4.0,0.0,1.0,0.0,5.0,7.0,2.0,1.0,3.0,1.0,,,3.0,2.0,,1.0
173,51.0,12.0,0.0,0.0,0.0,1.0,0.0,,,7.0,,,3.0,,0.0,1.0,,,,
174,65.0,12.0,0.0,2.0,4.0,0.0,1.0,1.0,1.0,,4.0,2.0,,2.0,1.0,2.0,0.0,0.0,3.0,1.0
175,42.0,16.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,5.0,2.0,,1.0,2.0,,,0.0,1.0,2.0,3.0
176,65.0,12.0,1.0,2.0,6.0,1.0,,0.0,5.0,2.0,4.0,1.0,0.0,1.0,,,0.0,,3.0,3.0
177,25.0,13.0,2.0,2.0,5.0,1.0,2.0,2.0,5.0,,3.0,3.0,,0.0,1.0,1.0,0.0,2.0,3.0,2.0
178,36.0,12.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,,,1.0,0.0,3.0,2.0
179,38.0,14.0,3.0,2.0,5.0,1.0,0.0,,,6.0,,,2.0,,0.0,1.0,,,,
180,18.0,12.0,0.0,3.0,5.0,0.0,0.0,0.0,5.0,,2.0,2.0,,0.0,0.0,1.0,1.0,0.0,2.0,2.0
181,38.0,9.0,1.0,3.0,5.0,0.0,1.0,,,1.0,,,4.0,,0.0,2.0,,,,
182,41.0,9.0,2.0,2.0,3.0,0.0,2.0,,,7.0,,,4.0,,0.0,2.0,,,,
183,20.0,14.0,0.0,1.0,6.0,1.0,2.0,0.0,1.0,,1.0,3.0,,1.0,0.0,1.0,1.0,2.0,2.0,3.0
184,39.0,16.0,2.0,2.0,6.0,1.0,2.0,5.0,6.0,7.0,2.0,0.0,3.0,1.0,,,0.0,2.0,3.0,3.0
185,25.0,17.0,1.0,3.0,1.0,1.0,0.0,,,6.0,,,4.0,,1.0,1.0,,,,
186,57.0,14.0,2.0,2.0,5.0,1.0,0.0,1.0,3.0,4.0,2.0,1.0,4.0,1.0,,,1.0,0.0,3.0,2.0
187,61.0,13.0,1.0,1.0,6.0,1.0,2.0,0.0,4.0,,9.0,2.0,,0.0,0.0,2.0,0.0,0.0,3.0,1.0
188,31.0,16.0,1.0,2.0,6.0,0.0,0.0,,,3.0,,,3.0,,0.0,1.0,,,,
189,30.0,12.0,0.0,1.0,5.0,,1.0,3.0,1.0,,1.0,1.0,,2.0,0.0,2.0,0.0,0.0,2.0,2.0
190,68.0,14.0,3.0,3.0,,1.0,0.0,1.0,0.0,,2.0,3.0,,2.0,0.0,2.0,0.0,1.0,,0.0
191,50.0,16.0,3.0,2.0,5.0,1.0,2.0,,,5.0,,,2.0,,0.0,1.0,,,,
192,27.0,12.0,2.0,3.0,6.0,0.0,2.0,,,4.0,,,2.0,,0.0,2.0,,,,
193,30.0,16.0,2.0,3.0,6.0,0.0,1.0,,,6.0,,,3.0,,0.0,2.0,,,,
194,65.0,14.0,2.0,2.0,6.0,1.0,0.0,,,4.0,,,4.0,,1.0,2.0,,,,
195,36.0,19.0,0.0,0.0,6.0,0.0,2.0,,,3.0,,,2.0,,0.0,1.0,,,,
196,72.0,12.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,6.0,3.0,2.0,0.0,0.0,,,0.0,2.0,3.0,0.0
197,27.0,12.0,2.0,2.0,5.0,0.0,0.0,,,3.0,,,4.0,,0.0,1.0,,,,
198,22.0,12.0,1.0,1.0,4.0,0.0,1.0,0.0,5.0,,4.0,0.0,,4.0,0.0,1.0,1.0,0.0,4.0,2.0
199,33.0,9.0,2.0,2.0,4.0,1.0,2.0,0.0,3.0,4.0,2.0,2.0,4.0,2.0,,,2.0,1.0,2.0,2.0
200,35.0,6.0,2.0,2.0,3.0,,2.0,,,4.0,,,2.0,,0.0,,,,,
201,54.0,11.0,1.0,3.0,6.0,1.0,0.0,0.0,2.0,,6.0,1.0,,2.0,1.0,1.0,1.0,1.0,,3.0
202,18.0,11.0,1.0,1.0,3.0,0.0,2.0,,,7.0,,,3.0,,0.0,2.0,,,,
203,48.0,12.0,1.0,1.0,,1.0,0.0,2.0,2.0,6.0,3.0,2.0,3.0,1.0,,,0.0,2.0,2.0,1.0
204,64.0,19.0,0.0,1.0,6.0,1.0,1.0,0.0,2.0,,3.0,2.0,,2.0,1.0,1.0,2.0,1.0,2.0,1.0
205,89.0,19.0,1.0,2.0,4.0,,0.0,,,3.0,,,4.0,,0.0,1.0,,,,
206,48.0,12.0,3.0,3.0,4.0,,,0.0,4.0,7.0,0.0,0.0,0.0,,,,0.0,,,0.0
207,44.0,6.0,1.0,1.0,3.0,,0.0,0.0,4.0,,2.0,2.0,,2.0,0.0,2.0,1.0,2.0,2.0,1.0
208,42.0,15.0,1.0,2.0,4.0,1.0,0.0,2.0,1.0,,3.0,2.0,,3.0,0.0,1.0,1.0,0.0,2.0,2.0
209,26.0,16.0,2.0,3.0,5.0,0.0,0.0,0.0,5.0,1.0,4.0,1.0,3.0,2.0,,,1.0,0.0,3.0,2.0
210,61.0,14.0,3.0,3.0,6.0,0.0,2.0,,,5.0,,,4.0,,0.0,2.0,,,,
211,34.0,13.0,2.0,2.0,6.0,1.0,0.0,0.0,3.0,2.0,3.0,2.0,4.0,3.0,,,1.0,2.0,4.0,2.0
212,53.0,17.0,2.0,3.0,3.0,0.0,1.0,0.0,5.0,,0.0,2.0,,2.0,0.0,1.0,2.0,1.0,,1.0
213,32.0,12.0,1.0,1.0,3.0,1.0,2.0,,,1.0,,,4.0,,0.0,2.0,,,,
214,61.0,14.0,2.0,2.0,5.0,1.0,0.0,,,1.0,,,4.0,,0.0,2.0,,,,
215,28.0,10.0,2.0,,,1.0,0.0,3.0,6.0,,2.0,2.0,,0.0,0.0,2.0,0.0,2.0,2.0,0.0
216,39.0,12.0,1.0,1.0,5.0,1.0,1.0,3.0,4.0,4.0,1.0,2.0,3.0,2.0,,,0.0,1.0,4.0,
217,61.0,16.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,,2.0,3.0,,2.0,0.0,2.0,0.0,2.0,4.0,1.0
218,65.0,18.0,2.0,2.0,2.0,1.0,0.0,2.0,5.0,7.0,1.0,2.0,2.0,0.0,,,0.0,1.0,,2.0
219,34.0,18.0,2.0,2.0,1.0,1.0,,3.0,6.0,,0.0,2.0,,2.0,0.0,0.0,1.0,0.0,2.0,
220,87.0,12.0,0.0,0.0,4.0,1.0,0.0,,,1.0,,,4.0,,0.0,1.0,,,,
221,24.0,16.0,0.0,0.0,4.0,,1.0,,,6.0,,,4.0,,1.0,1.0,,,,
222,39.0,12.0,2.0,2.0,5.0,1.0,2.0,3.0,5.0,,5.0,3.0,,4.0,0.0,2.0,0.0,0.0,3.0,3.0
223,76.0,0.0,2.0,2.0,3.0,,,0.0,1.0,1.0,2.0,3.0,3.0,2.0,,,1.0,2.0,2.0,2.0
224,32.0,14.0,3.0,3.0,3.0,1.0,0.0,,,6.0,,,4.0,,1.0,1.0,,,,
225,55.0,14.0,0.0,3.0,3.0,0.0,2.0,0.0,4.0,,1.0,0.0,,1.0,0.0,2.0,0.0,1.0,,2.0
226,62.0,14.0,1.0,1.0,5.0,1.0,0.0,0.0,3.0,,3.0,2.0,,1.0,0.0,2.0,1.0,0.0,3.0,3.0
227,39.0,6.0,1.0,1.0,4.0,0.0,0.0,0.0,3.0,4.0,2.0,3.0,4.0,2.0,,,1.0,,3.0,1.0
228,30.0,12.0,2.0,1.0,5.0,1.0,0.0,4.0,6.0,,3.0,2.0,,2.0,0.0,2.0,1.0,0.0,1.0,2.0
229,89.0,8.0,3.0,3.0,6.0,1.0,0.0,,,6.0,,,3.0,,0.0,1.0,,,,
230,30.0,10.0,2.0,2.0,6.0,0.0,2.0,0.0,4.0,1.0,4.0,3.0,3.0,,,,3.0,0.0,3.0,3.0
231,35.0,12.0,1.0,1.0,5.0,1.0,0.0,,,1.0,,,3.0,,0.0,2.0,,,,
232,69.0,16.0,2.0,2.0,1.0,0.0,0.0,,,5.0,,,2.0,,1.0,1.0,,,,
233,89.0,12.0,1.0,2.0,3.0,0.0,,0.0,5.0,4.0,3.0,1.0,,1.0,,,1.0,,2.0,1.0
234,55.0,16.0,2.0,1.0,1.0,1.0,0.0,,,4.0,,,3.0,,0.0,2.0,,,,
235,78.0,12.0,1.0,1.0,5.0,1.0,0.0,0.0,5.0,,5.0,1.0,,1.0,0.0,2.0,2.0,1.0,2.0,1.0
236,43.0,17.0,2.0,2.0,,1.0,1.0,0.0,5.0,,1.0,2.0,,3.0,0.0,2.0,0.0,2.0,3.0,3.0
237,68.0,16.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,6.0,3.0,1.0,4.0,2.0,,,1.0,2.0,2.0,2.0
238,71.0,16.0,2.0,2.0,0.0,0.0,0.0,,,7.0,,,3.0,,0.0,2.0,,,,
239,47.0,16.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,,1.0,2.0,,2.0,1.0,2.0,1.0,2.0,4.0,2.0
240,76.0,12.0,2.0,1.0,3.0,0.0,1.0,0.0,3.0,,4.0,1.0,,,0.0,1.0,1.0,1.0,2.0,1.0
241,55.0,16.0,2.0,1.0,0.0,1.0,1.0,4.0,5.0,6.0,2.0,2.0,2.0,2.0,,,0.0,1.0,2.0,1.0
242,49.0,12.0,2.0,2.0,1.0,1.0,1.0,,,6.0,,,0.0,,0.0,2.0,,,,
243,47.0,11.0,0.0,2.0,,1.0,0.0,,,1.0,,,2.0,,0.0,2.0,,,,
244,59.0,14.0,2.0,2.0,6.0,0.0,0.0,1.0,3.0,2.0,3.0,1.0,4.0,2.0,,,2.0,1.0,4.0,0.0
245,71.0,14.0,2.0,1.0,6.0,1.0,0.0,0.0,3.0,1.0,2.0,2.0,3.0,2.0,,,0.0,0.0,3.0,3.0
246,32.0,12.0,3.0,3.0,6.0,1.0,1.0,3.0,4.0,,4.0,2.0,,3.0,0.0,1.0,1.0,0.0,2.0,2.0
247,30.0,16.0,3.0,3.0,2.0,,1.0,0.0,6.0,6.0,1.0,2.0,3.0,2.0,,,0.0,2.0,,0.0
248,38.0,16.0,0.0,3.0,3.0,1.0,0.0,3.0,4.0,,1.0,3.0,,,1.0,1.0,0.0,1.0,2.0,3.0
249,62.0,20.0,3.0,3.0,5.0,1.0,0.0,4.0,3.0,4.0,2.0,2.0,4.0,2.0,,,3.0,2.0,,2.0
250,49.0,20.0,1.0,0.0,3.0,,0.0,3.0,5.0,,2.0,2.0,,,0.0,2.0,0.0,0.0,3.0,1.0
251,52.0,16.0,2.0,2.0,3.0,1.0,0.0,1.0,5.0,1.0,2.0,3.0,4.0,1.0,,,0.0,2.0,2.0,1.0
252,52.0,16.0,0.0,1.0,6.0,1.0,1.0,,,2.0,,,4.0,,0.0,1.0,,,,
253,33.0,14.0,2.0,2.0,1.0,0.0,0.0,2.0,6.0,,1.0,2.0,,1.0,0.0,2.0,1.0,2.0,,1.0
254,65.0,16.0,3.0,3.0,1.0,1.0,0.0,,,2.0,,,2.0,,0.0,2.0,,,,
255,55.0,12.0,2.0,2.0,4.0,1.0,,,,1.0,,,3.0,,0.0,0.0,,,,
256,45.0,14.0,2.0,1.0,3.0,,0.0,,,5.0,,,4.0,,0.0,2.0,,,,
257,35.0,9.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,,2.0,2.0,,2.0,0.0,1.0,1.0,0.0,3.0,3.0
258,36.0,14.0,2.0,3.0,6.0,0.0,2.0,4.0,6.0,1.0,4.0,1.0,4.0,2.0,,,,0.0,3.0,2.0
259,43.0,16.0,3.0,3.0,3.0,,,,,1.0,,,1.0,,0.0,1.0,,,,
260,83.0,13.0,2.0,1.0,6.0,0.0,1.0,4.0,4.0,4.0,3.0,0.0,2.0,2.0,,,0.0,1.0,3.0,2.0
261,64.0,14.0,2.0,2.0,6.0,0.0,0.0,0.0,5.0,1.0,3.0,2.0,0.0,1.0,,,1.0,0.0,3.0,1.0
262,38.0,18.0,0.0,1.0,4.0,0.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,,,2.0,,,2.0
263,25.0,14.0,2.0,1.0,3.0,0.0,0.0,4.0,1.0,,3.0,3.0,,2.0,0.0,2.0,1.0,2.0,2.0,0.0
264,81.0,18.0,1.0,1.0,2.0,1.0,,,,,,,,,1.0,2.0,,,,
265,23.0,12.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,,0.0,2.0,,2.0,0.0,1.0,2.0,1.0,3.0,2.0
266,21.0,12.0,2.0,2.0,1.0,1.0,0.0,,,3.0,,,2.0,,0.0,2.0,,,,
267,30.0,11.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,3.0,6.0,3.0,0.0,2.0,,,0.0,1.0,3.0,3.0
268,69.0,12.0,2.0,3.0,3.0,1.0,0.0,0.0,2.0,,10.0,2.0,,0.0,,2.0,0.0,1.0,3.0,2.0
269,62.0,12.0,2.0,2.0,0.0,0.0,1.0,,,7.0,,,2.0,,1.0,2.0,,,,
270,39.0,16.0,2.0,2.0,4.0,,,,,3.0,,,3.0,,0.0,1.0,,,,
271,25.0,18.0,0.0,1.0,5.0,0.0,,2.0,2.0,,0.0,1.0,,2.0,0.0,1.0,2.0,1.0,1.0,2.0
272,75.0,20.0,1.0,3.0,6.0,0.0,2.0,0.0,5.0,1.0,3.0,1.0,4.0,2.0,,,3.0,0.0,4.0,2.0
273,46.0,18.0,0.0,2.0,6.0,0.0,0.0,4.0,3.0,,1.0,1.0,,1.0,0.0,2.0,0.0,0.0,2.0,0.0
274,57.0,6.0,3.0,2.0,4.0,0.0,2.0,,,1.0,,,4.0,,0.0,2.0,,,,
275,20.0,13.0,2.0,1.0,5.0,0.0,0.0,1.0,5.0,,4.0,2.0,,1.0,0.0,2.0,0.0,0.0,3.0,1.0
276,53.0,16.0,3.0,3.0,6.0,1.0,0.0,,,3.0,,,3.0,,1.0,2.0,,,,
277,53.0,16.0,2.0,1.0,2.0,1.0,0.0,1.0,4.0,,2.0,2.0,,0.0,1.0,2.0,0.0,0.0,2.0,1.0
278,42.0,8.0,3.0,3.0,6.0,1.0,0.0,0.0,4.0,1.0,4.0,2.0,3.0,4.0,,,3.0,2.0,4.0,0.0
279,63.0,18.0,0.0,1.0,3.0,1.0,1.0,,,4.0,,,4.0,,1.0,1.0,,,,
280,55.0,20.0,0.0,2.0,4.0,1.0,1.0,2.0,5.0,,1.0,3.0,,0.0,0.0,1.0,1.0,0.0,2.0,3.0
281,54.0,17.0,2.0,2.0,5.0,0.0,2.0,,,5.0,,,3.0,,1.0,0.0,,,,
282,77.0,20.0,2.0,2.0,1.0,1.0,0.0,1.0,5.0,,2.0,2.0,,2.0,1.0,1.0,0.0,1.0,2.0,0.0
283,48.0,16.0,3.0,3.0,4.0,,2.0,,,4.0,,,2.0,,1.0,,,,,
284,52.0,4.0,2.0,2.0,3.0,0.0,,0.0,1.0,1.0,1.0,1.0,3.0,,,,1.0,2.0,2.0,2.0
285,31.0,13.0,3.0,3.0,6.0,0.0,1.0,,,3.0,,,3.0,,0.0,2.0,,,,
286,21.0,12.0,1.0,1.0,3.0,0.0,2.0,6.0,5.0,4.0,0.0,3.0,3.0,3.0,,,3.0,2.0,3.0,3.0
287,50.0,15.0,1.0,1.0,6.0,1.0,0.0,,,5.0,,,4.0,,0.0,2.0,,,,
288,38.0,16.0,2.0,3.0,5.0,0.0,0.0,2.0,5.0,,0.0,2.0,,3.0,1.0,1.0,2.0,2.0,2.0,3.0
289,33.0,12.0,0.0,2.0,3.0,0.0,1.0,0.0,3.0,,0.0,1.0,,3.0,0.0,2.0,0.0,1.0,3.0,1.0
290,26.0,14.0,1.0,1.0,1.0,1.0,0.0,,,3.0,,,3.0,,1.0,1.0,,,,
291,33.0,14.0,0.0,2.0,6.0,0.0,2.0,,,3.0,,,1.0,,0.0,1.0,,,,
292,44.0,17.0,2.0,3.0,5.0,1.0,1.0,4.0,1.0,,0.0,1.0,,3.0,0.0,1.0,0.0,1.0,3.0,2.0
293,25.0,16.0,2.0,2.0,1.0,1.0,0.0,,,6.0,,,4.0,,0.0,1.0,,,,
294,27.0,16.0,1.0,1.0,,1.0,0.0,5.0,2.0,6.0,2.0,3.0,4.0,3.0,,,2.0,0.0,2.0,3.0
295,28.0,16.0,0.0,1.0,1.0,1.0,0.0,5.0,6.0,,1.0,1.0,,0.0,1.0,2.0,0.0,1.0,,3.0
296,22.0,16.0,1.0,2.0,5.0,,1.0,4.0,2.0,3.0,3.0,2.0,3.0,1.0,,,0.0,2.0,2.0,3.0
297,48.0,17.0,2.0,2.0,4.0,0.0,0.0,,,1.0,,,3.0,,0.0,2.0,,,,
298,89.0,8.0,1.0,0.0,5.0,1.0,0.0,3.0,3.0,,0.0,2.0,,2.0,0.0,2.0,0.0,2.0,2.0,3.0
299,49.0,17.0,2.0,3.0,2.0,1.0,0.0,,,6.0,,,2.0,,0.0,2.0,,,,
300,64.0,17.0,2.0,2.0,,0.0,1.0,,,7.0,,,2.0,,0.0,1.0,,,,
301,41.0,15.0,2.0,2.0,,1.0,1.0,3.0,4.0,,2.0,2.0,,2.0,1.0,1.0,0.0,,,3.0
302,57.0,9.0,1.0,,6.0,1.0,0.0,,,1.0,,,2.0,,0.0,2.0,,,,
303,46.0,16.0,1.0,2.0,4.0,0.0,2.0,2.0,4.0,5.0,2.0,0.0,0.0,1.0,,,0.0,1.0,3.0,3.0
304,58.0,16.0,1.0,2.0,6.0,0.0,2.0,1.0,4.0,,2.0,0.0,,2.0,0.0,1.0,0.0,2.0,2.0,2.0
305,78.0,16.0,2.0,1.0,4.0,0.0,1.0,,,2.0,,,3.0,,0.0,1.0,,,,
306,45.0,19.0,2.0,1.0,6.0,1.0,0.0,1.0,3.0,,1.0,1.0,,2.0,0.0,1.0,1.0,1.0,,2.0
307,38.0,14.0,1.0,1.0,4.0,1.0,0.0,3.0,4.0,1.0,8.0,1.0,2.0,2.0,,,0.0,0.0,3.0,1.0
308,69.0,20.0,3.0,2.0,6.0,0.0,2.0,,,1.0,,,3.0,,0.0,2.0,,,,
309,61.0,16.0,3.0,2.0,4.0,1.0,0.0,,,1.0,,,3.0,,0.0,2.0,,,,
310,37.0,16.0,1.0,2.0,1.0,1.0,0.0,3.0,4.0,7.0,2.0,1.0,1.0,0.0,,,0.0,0.0,3.0,0.0
311,47.0,12.0,1.0,1.0,4.0,0.0,0.0,1.0,4.0,,4.0,1.0,,0.0,0.0,2.0,0.0,0.0,4.0,2.0
312,26.0,18.0,0.0,2.0,4.0,0.0,,,,3.0,,,4.0,,0.0,1.0,,,,
313,41.0,13.0,2.0,2.0,6.0,1.0,1.0,0.0,5.0,,2.0,0.0,,2.0,0.0,2.0,1.0,1.0,2.0,2.0
314,55.0,18.0,0.0,2.0,4.0,0.0,,,,1.0,,,0.0,,0.0,1.0,,,,
315,81.0,10.0,1.0,1.0,4.0,1.0,0.0,0.0,5.0,3.0,4.0,2.0,4.0,2.0,,,0.0,2.0,4.0,3.0
316,32.0,17.0,0.0,1.0,4.0,0.0,1.0,5.0,2.0,,1.0,1.0,,2.0,0.0,1.0,0.0,1.0,,1.0
317,27.0,14.0,0.0,2.0,2.0,0.0,1.0,2.0,5.0,,1.0,0.0,,2.0,1.0,1.0,0.0,0.0,2.0,0.0
318,32.0,13.0,0.0,2.0,3.0,0.0,1.0,3.0,4.0,4.0,1.0,1.0,2.0,2.0,,,1.0,1.0,,
319,39.0,18.0,2.0,3.0,2.0,0.0,0.0,,,4.0,,,3.0,,0.0,1.0,,,,
320,35.0,16.0,0.0,0.0,3.0,,1.0,,,4.0,,,2.0,,0.0,1.0,,,,
321,64.0,17.0,0.0,,6.0,0.0,1.0,0.0,1.0,,2.0,1.0,,3.0,0.0,1.0,3.0,,2.0,2.0
322,85.0,15.0,1.0,2.0,5.0,1.0,0.0,,,4.0,,,2.0,,0.0,1.0,,,,
323,52.0,12.0,1.0,2.0,3.0,1.0,0.0,0.0,6.0,,4.0,2.0,,2.0,0.0,1.0,1.0,1.0,2.0,1.0
324,46.0,12.0,3.0,3.0,3.0,0.0,0.0,,,1.0,,,,,0.0,2.0,,,,
325,34.0,5.0,1.0,1.0,3.0,1.0,0.0,0.0,4.0,,3.0,2.0,,2.0,0.0,1.0,1.0,0.0,2.0,3.0
326,55.0,10.0,2.0,2.0,4.0,1.0,0.0,0.0,6.0,1.0,3.0,1.0,3.0,3.0,,,1.0,2.0,2.0,3.0
327,72.0,12.0,2.0,3.0,5.0,0.0,0.0,0.0,3.0,,3.0,1.0,,1.0,0.0,2.0,0.0,2.0,2.0,1.0
328,34.0,16.0,1.0,2.0,4.0,,,5.0,2.0,5.0,1.0,1.0,3.0,2.0,,,1.0,1.0,3.0,2.0
329,35.0,10.0,2.0,1.0,3.0,1.0,0.0,,,4.0,,,4.0,,0.0,2.0,,,,
330,61.0,12.0,2.0,2.0,3.0,0.0,0.0,4.0,4.0,5.0,1.0,2.0,2.0,0.0,,,0.0,2.0,2.0,2.0
331,56.0,12.0,2.0,2.0,6.0,1.0,1.0,,,7.0,,,0.0,,0.0,1.0,,,,
332,60.0,15.0,0.0,0.0,4.0,,2.0,0.0,5.0,,2.0,0.0,,0.0,0.0,2.0,0.0,1.0,3.0,3.0
333,65.0,16.0,0.0,2.0,3.0,0.0,1.0,1.0,2.0,,3.0,0.0,,0.0,0.0,2.0,0.0,2.0,,2.0
334,85.0,9.0,3.0,3.0,0.0,,1.0,,,4.0,,,4.0,,1.0,2.0,,,,
335,42.0,12.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,0.0,,,0.0,2.0,3.0,1.0
336,27.0,14.0,2.0,3.0,3.0,0.0,0.0,2.0,4.0,,2.0,0.0,,2.0,1.0,2.0,3.0,1.0,2.0,3.0
337,85.0,12.0,2.0,0.0,3.0,0.0,1.0,,,7.0,,,4.0,,0.0,,,,,
338,63.0,14.0,0.0,2.0,6.0,1.0,0.0,0.0,2.0,,4.0,1.0,,1.0,0.0,1.0,0.0,0.0,,2.0
339,61.0,15.0,0.0,1.0,5.0,0.0,2.0,,,2.0,,,4.0,,0.0,1.0,,,,
340,27.0,20.0,0.0,0.0,3.0,0.0,1.0,1.0,3.0,5.0,1.0,2.0,3.0,3.0,,,2.0,1.0,2.0,2.0
341,48.0,16.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,,2.0,2.0,,,0.0,1.0,2.0,,2.0,3.0
342,25.0,16.0,1.0,0.0,5.0,0.0,0.0,5.0,4.0,5.0,1.0,1.0,4.0,1.0,,,0.0,2.0,2.0,0.0
343,34.0,13.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,3.0,2.0,1.0,4.0,3.0,,,1.0,0.0,2.0,2.0
344,37.0,16.0,0.0,0.0,5.0,1.0,0.0,,,6.0,,,4.0,,0.0,2.0,,,,
345,64.0,14.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,,9.0,0.0,,1.0,0.0,2.0,1.0,0.0,3.0,2.0
346,82.0,18.0,1.0,1.0,5.0,0.0,1.0,0.0,5.0,3.0,2.0,1.0,2.0,3.0,,,1.0,1.0,2.0,1.0
347,43.0,16.0,0.0,3.0,4.0,0.0,,1.0,2.0,,0.0,1.0,,2.0,0.0,1.0,1.0,1.0,,3.0
348,54.0,14.0,0.0,0.0,6.0,1.0,1.0,0.0,1.0,,4.0,3.0,,0.0,0.0,2.0,0.0,0.0,2.0,3.0
349,25.0,18.0,1.0,1.0,5.0,0.0,0.0,,,3.0,,,3.0,,0.0,2.0,,,,
350,78.0,17.0,1.0,2.0,,0.0,2.0,1.0,1.0,,2.0,1.0,,2.0,0.0,1.0,1.0,0.0,2.0,
351,19.0,12.0,2.0,2.0,5.0,1.0,0.0,,,3.0,,,2.0,,0.0,1.0,,,,
352,64.0,11.0,0.0,0.0,5.0,1.0,0.0,1.0,2.0,1.0,10.0,3.0,0.0,2.0,,,0.0,0.0,,1.0
353,23.0,13.0,2.0,3.0,6.0,1.0,0.0,4.0,5.0,,1.0,2.0,,,0.0,2.0,,1.0,3.0,3.0
354,31.0,16.0,0.0,0.0,,0.0,2.0,,,1.0,,,3.0,,0.0,0.0,,,,
355,41.0,15.0,0.0,3.0,3.0,,2.0,0.0,0.0,,1.0,2.0,,1.0,0.0,1.0,1.0,1.0,,2.0
356,29.0,12.0,2.0,2.0,6.0,0.0,0.0,0.0,3.0,,4.0,2.0,,2.0,0.0,2.0,1.0,0.0,3.0,3.0
357,51.0,19.0,0.0,2.0,5.0,0.0,2.0,3.0,6.0,1.0,1.0,1.0,1.0,,,,2.0,0.0,1.0,3.0
358,55.0,18.0,2.0,3.0,2.0,1.0,0.0,0.0,4.0,7.0,4.0,2.0,2.0,1.0,,,0.0,1.0,,1.0
359,36.0,15.0,2.0,3.0,5.0,0.0,0.0,1.0,5.0,,2.0,2.0,,1.0,1.0,1.0,1.0,2.0,2.0,1.0
360,87.0,13.0,2.0,2.0,3.0,0.0,1.0,0.0,4.0,4.0,4.0,1.0,4.0,2.0,,,0.0,1.0,4.0,1.0
361,28.0,17.0,1.0,0.0,5.0,1.0,1.0,4.0,2.0,5.0,2.0,2.0,4.0,2.0,,,1.0,,2.0,0.0
362,35.0,17.0,3.0,3.0,1.0,,2.0,3.0,2.0,,2.0,2.0,,1.0,0.0,1.0,0.0,2.0,,0.0
363,37.0,18.0,2.0,2.0,0.0,0.0,1.0,,,3.0,,,4.0,,0.0,2.0,,,,
364,84.0,12.0,1.0,1.0,6.0,1.0,,0.0,0.0,5.0,3.0,2.0,4.0,0.0,,,1.0,0.0,4.0,0.0
365,21.0,13.0,0.0,2.0,4.0,1.0,2.0,,,2.0,,,4.0,,0.0,2.0,,,,
366,49.0,17.0,3.0,3.0,5.0,0.0,0.0,,,3.0,,,2.0,,0.0,2.0,,,,
367,42.0,12.0,2.0,2.0,2.0,1.0,0.0,0.0,3.0,,1.0,0.0,,0.0,0.0,2.0,1.0,2.0,2.0,0.0
